Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2024-01-11,Anatomy of a Fall,2023,https://boxd.it/5ywfLV,5,Yes,,2024-01-09
2024-01-11,Double Indemnity,1944,https://boxd.it/5yVfG7,5,,"theater, frida",2024-01-10
2024-01-12,Biosphere,2022,https://boxd.it/5zapG7,4,,,2024-01-11
2024-01-16,Set It Up,2018,https://boxd.it/5BCIoP,4,Yes,,2024-01-14
2024-01-16,Migration,2023,https://boxd.it/5BCIHx,2.5,,"kerrigan, theater, regal",2024-01-15
2024-01-17,The Tragedy of Macbeth,2021,https://boxd.it/5BVnxJ,4,,,2024-01-16
2024-01-17,The Others,2001,https://boxd.it/5Cd0WR,5,Yes,"kerrigan, blu-ray",2024-01-16
2024-01-17,The Curse,2023,https://boxd.it/5CeTeR,5,,,2024-01-16
2024-01-18,Eden Lake,2008,https://boxd.it/5CqP1X,3,,,2024-01-17
2024-01-18,Birth/Rebirth,2023,https://boxd.it/5CtHsd,3,,,2024-01-17
2024-01-18,Be Kind Rewind,2008,https://boxd.it/5CwSFt,4,Yes,,2024-01-17
2024-01-18,The First Purge,2018,https://boxd.it/5CAMFl,3,,,2024-01-17
2024-01-19,Heat,1995,https://boxd.it/5CTwZn,4,Yes,"theater, frida",2024-01-17
2024-01-19,Save the Date,2012,https://boxd.it/5CR9ZZ,3.5,,,2024-01-18
2024-01-19,Nocturne,2020,https://boxd.it/5D1Oo1,3.5,,,2024-01-18
2024-01-19,Flight,2012,https://boxd.it/5D8bnx,3.5,,,2024-01-18
2024-01-19,Swimfan,2002,https://boxd.it/5DaWoL,2,,,2024-01-18
2024-01-20,The Conversation,1974,https://boxd.it/5Dkr8R,3,,,2024-01-19
2024-01-20,The Favourite,2018,https://boxd.it/5DEzUT,5,,"theater, frida",2024-01-19
2024-01-21,M,1931,https://boxd.it/5DRSah,4,,,2024-01-20
2024-01-21,The Swan,2023,https://boxd.it/5DSunX,3,,,2024-01-20
2024-01-21,Poison,2023,https://boxd.it/5DSVAT,4,,,2024-01-20
2024-01-21,The Rat Catcher,2023,https://boxd.it/5DTqN5,3,,,2024-01-20
2024-01-21,The Wonderful Story of Henry Sugar,2023,https://boxd.it/5DUDtT,4,,,2024-01-20
2024-01-21,Do You Like to Read?,2012,https://boxd.it/5DUVal,3,,,2024-01-20
2024-01-21,Come Together,2016,https://boxd.it/5DV4zT,2,,,2024-01-20
2024-01-21,Castello Cavalcanti,2013,https://boxd.it/5DVnC3,4,,,2024-01-20
2024-01-21,Hotel Chevalier,2007,https://boxd.it/5DVO1X,4,,,2024-01-20
2024-01-21,Cousin Ben Troop Screening,2012,https://boxd.it/5DVV1Z,4,,,2024-01-20
2024-01-21,Barry Lyndon,1975,https://boxd.it/5E75bR,5,,"theater, frida",2024-01-20
2024-01-22,Self Reliance,2023,https://boxd.it/5EJGOx,4,,,2024-01-21
2024-01-22,A Quiet Place,2018,https://boxd.it/5EN37d,4,Yes,kerrigan,2024-01-21
2024-01-23,For Your Consideration,2006,https://boxd.it/5EXl8X,3,,,2024-01-21
2024-01-23,A Quiet Place Part II,2020,https://boxd.it/5FgaKT,2,Yes,kerrigan,2024-01-22
2024-01-24,I Could Never Be Your Woman,2007,https://boxd.it/5Fw6rZ,2,,,2024-01-22
2024-01-24,The Village,2004,https://boxd.it/5FI4oX,5,Yes,kerrigan,2024-01-23
2024-01-24,The Lobster,2015,https://boxd.it/5FI5RL,4,Yes,"theater, frida",2024-01-23
2024-01-24,The Killing of a Sacred Deer,2017,https://boxd.it/5FL0dn,5,,"theater, frida",2024-01-23
2024-01-25,Kinetta,2005,https://boxd.it/5GaVk1,,,"frida, theater",2024-01-24
2024-01-26,Alps,2011,https://boxd.it/5Gjicl,2.5,,,2024-01-24
2024-01-26,Nimic,2019,https://boxd.it/5Gkl9h,4,,,2024-01-25
2024-01-26,Necktie,2013,https://boxd.it/5Gko3r,3.5,,,2024-01-25
2024-01-27,Happy Death Day,2017,https://boxd.it/5GO3bT,3.5,Yes,kerrigan,2024-01-25
2024-01-27,Oppenheimer,2023,https://boxd.it/5H6nyJ,5,Yes,"theater, regal, 70mm, imax",2024-01-26
2024-01-28,Mad Max,1979,https://boxd.it/5HvJ39,1.5,,,2024-01-27
2024-01-28,Mean Girls,2024,https://boxd.it/5HCXFl,4,,"theater, regal, kerrigan",2024-01-27
2024-01-28,Night Swim,2024,https://boxd.it/5HJdgX,2.5,Yes,"theater, regal, kerrigan",2024-01-27
2024-01-30,Miami Vice,2006,https://boxd.it/5IsNH1,2.5,,blu-ray,2024-01-28
2024-01-30,Dogtooth,2009,https://boxd.it/5IsOoz,4,,blu-ray,2024-01-28
2024-01-30,Collateral,2004,https://boxd.it/5IOuKp,4,,"theater, frida",2024-01-29
2024-01-31,Repo! The Genetic Opera,2008,https://boxd.it/5IZ4NJ,2,,,2024-01-30
2024-02-01,The Zone of Interest,2023,https://boxd.it/5JmSNZ,4,,"theater, regal",2024-01-30
2024-02-01,Un Chien Andalou,1929,https://boxd.it/5Ju42b,3,,,2024-01-31
2024-02-01,Happy Death Day 2U,2019,https://boxd.it/5JDItJ,3.5,Yes,"kerrigan, blu-ray",2024-01-31
2024-02-02,Blackhat,2015,https://boxd.it/5JRqan,3.5,,,2024-02-01
2024-02-02,The Fall,2019,https://boxd.it/5JSC5h,4,,,2024-02-01
2024-02-02,Pool,1994,https://boxd.it/5JTqPz,1,,,2024-02-01
2024-02-02,Canon: Urban Deer,2014,https://boxd.it/5JTwm9,2,,,2024-02-01
2024-02-02,Mad,1994,https://boxd.it/5JTzjx,0.5,,,2024-02-01
2024-02-02,Commission,1994,https://boxd.it/5JTHSb,1,,,2024-02-01
2024-02-02,Strasbourg 1518,2020,https://boxd.it/5JUvsx,1,,,2024-02-01
2024-02-02,Sexy Beast,2000,https://boxd.it/5K0Bcd,4,,,2024-02-01
2024-02-02,Duel,1971,https://boxd.it/5K4dAN,3,,"theater, frida, 16mm, see it on 16mm",2024-02-01
2024-02-03,Birth,2004,https://boxd.it/5KoWwh,4,,,2024-02-02
2024-02-03,The Tell-Tale Heart,2008,https://boxd.it/5Kpu9V,3.5,,,2024-02-02
2024-02-03,Mean Girls,2024,https://boxd.it/5KwlcP,4,Yes,"theater, regal, kerrigan",2024-02-02
2024-02-04,Touched by the Hand of God,1987,https://boxd.it/5KMerb,2,,,2024-02-03
2024-02-04,The Killer,2023,https://boxd.it/5KQGJ1,4,,,2024-02-03
2024-02-04,Near Dark,1987,https://boxd.it/5L2OVN,4,,"theater, frida",2024-02-03
2024-02-04,Point Break,1991,https://boxd.it/5L5il5,4,,"theater, frida",2024-02-03
2024-02-05,Fantastic Mr. Fox,2009,https://boxd.it/5LAdYX,4,,kerrigan,2024-02-04
2024-02-05,Dear Evan Hansen,2021,https://boxd.it/5LBH8J,2,,,2024-02-04
2024-02-06,Marie Antoinette,2006,https://boxd.it/5LPulN,4,,,2024-02-05
2024-02-06,Lick the Star,1998,https://boxd.it/5LRPlt,4,,,2024-02-05
2024-02-06,A Very Murray Christmas,2015,https://boxd.it/5LVztT,4,,,2024-02-05
2024-02-06,Isle of Dogs,2018,https://boxd.it/5LZICX,3.5,,"blu-ray, kerrigan",2024-02-05
2024-02-06,The Innocents,1961,https://boxd.it/5M2dmP,5,,blu-ray,2024-02-05
2024-02-07,The Host,2006,https://boxd.it/5Mrp81,4,,"theater, frida, kerrigan",2024-02-06
2024-02-08,Passages,2023,https://boxd.it/5MBKBX,3,,,2024-02-07
2024-02-08,Dario Argento: Panico,2023,https://boxd.it/5MEGbH,,,,2024-02-07
2024-02-08,The Potemkinists,2022,https://boxd.it/5MHdCb,,,,2024-02-07
2024-02-08,Oracle,2023,https://boxd.it/5MKX4P,2.5,,,2024-02-07
2024-02-09,The In-Laws,1979,https://boxd.it/5MWUth,3.5,,blu-ray,2024-02-07
2024-02-09,Maestro,2023,https://boxd.it/5N14RV,3,,,2024-02-08
2024-02-10,The Sweet East,2023,https://boxd.it/5NFVsT,1,,"theater, frida",2024-02-09
2024-02-11,Notting Hill,1999,https://boxd.it/5OaQbv,4,Yes,"theater, frida",2024-02-10
2024-02-11,Lisa Frankenstein,2024,https://boxd.it/5OaT1X,4,,"theater, regal",2024-02-10
2024-02-12,Departing Seniors,2023,https://boxd.it/5OAA5N,5,,"theater, frida, kerrigan",2024-02-11
2024-02-13,Plus One,2019,https://boxd.it/5OOjyr,3.5,,,2024-02-11
2024-02-13,Emelie,2015,https://boxd.it/5OPqgV,3.5,,,2024-02-12
2024-02-14,Press Play,2022,https://boxd.it/5Pe1aX,4,,,2024-02-12
2024-02-14,Dune,2021,https://boxd.it/5Pwz59,3.5,Yes,"theater, regal, kerrigan, imax",2024-02-13
2024-02-15,Homing In,2017,https://boxd.it/5PM2lb,3.5,,,2024-02-14
2024-02-15,American Male,2016,https://boxd.it/5PMdmT,3,,,2024-02-14
2024-02-18,Rashomon,1950,https://boxd.it/5R3JC3,4,,blu-ray,2024-02-17
2024-02-18,It Happened One Night,1934,https://boxd.it/5RaMNH,5,,blu-ray,2024-02-17
2024-02-18,"The Cook, the Thief, His Wife & Her Lover",1989,https://boxd.it/5ReO9H,5,,blu-ray,2024-02-17
2024-02-18,The Fisher King,1991,https://boxd.it/5RlQs1,4,,blu-ray,2024-02-17
2024-02-19,Sorry to Bother You,2018,https://boxd.it/5RzDVx,4,,,2024-02-18
2024-02-19,10 Things I Hate About You,1999,https://boxd.it/5RYOIJ,3.5,Yes,kerrigan,2024-02-18
2024-02-20,How to Blow Up a Pipeline,2022,https://boxd.it/5S886t,4,,,2024-02-19
2024-02-20,Poltergeist,1982,https://boxd.it/5Snzct,4,Yes,kerrigan,2024-02-19
2024-02-20,Dead End,2003,https://boxd.it/5SqNPv,3.5,,,2024-02-19
2024-02-21,Bottoms,2023,https://boxd.it/5SK1xj,5,Yes,,2024-02-20
2024-02-21,Ready or Not,2019,https://boxd.it/5SPBQB,5,Yes,"kerrigan, blu-ray",2024-02-20
2024-02-22,Final Fantasy VII: Advent Children,2005,https://boxd.it/5TfDit,2.5,,"theater, regal",2024-02-21
2024-02-24,The Birdcage,1996,https://boxd.it/5U5dLX,5,Yes,"kerrigan, blu-ray",2024-02-22
2024-02-24,Sisters,1972,https://boxd.it/5U5dll,4,Yes,"theater, frida",2024-02-23
2024-02-24,Body Double,1984,https://boxd.it/5U7bQv,4,Yes,"frida, theater",2024-02-23
2024-02-24,Snake Eyes,1998,https://boxd.it/5U8KLx,4,,"theater, frida",2024-02-23
2024-02-25,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/5UwXp3,5,Yes,"theater, frida, kerrigan",2024-02-24
2024-02-25,House,1977,https://boxd.it/5UBI8L,5,Yes,"theater, frida, kerrigan, horrorbuzz",2024-02-24
2024-02-26,"Paris, Texas",1984,https://boxd.it/5VaSYd,5,,"theater, frida",2024-02-25
2024-02-28,Wings of Desire,1987,https://boxd.it/5W147T,5,,"theater, frida",2024-02-27
2024-02-28,Tenet,2020,https://boxd.it/5W14BT,5,,"theater, regal, kerrigan, imax, 70mm",2024-02-27
2024-02-29,Ava,2017,https://boxd.it/5WhjFD,3.5,,,2024-02-28
2024-02-29,The Birds,1963,https://boxd.it/5WpNL3,5,,"theater, frida, kerrigan",2024-02-28
2024-03-03,Starman,1984,https://boxd.it/5XCuRV,3,,,2024-03-02
2024-03-03,Perfect Days,2023,https://boxd.it/5XKAWj,5,,"theater, frida",2024-03-02
2024-03-03,Stopmotion,2023,https://boxd.it/5XOvRB,3,,"theater, frida",2024-03-02
2024-03-03,Drugstore June,2024,https://boxd.it/5XRreL,4,,"theater, frida",2024-03-02
2024-03-06,Days of Heaven,1978,https://boxd.it/5Zmbuf,5,,"theater, frida",2024-03-05
2024-03-07,The Steamroller and the Violin,1961,https://boxd.it/5ZAWuz,,,,2024-03-06
2024-03-10,The House Bunny,2008,https://boxd.it/612JFz,4,Yes,,2024-03-08
2024-03-10,27 Dresses,2008,https://boxd.it/612K6l,4,Yes,,2024-03-09
2024-03-11,Dune: Part Two,2024,https://boxd.it/61NpRf,5,,"theater, regal, imax, 70mm",2024-03-10
2024-03-13,Along for the Ride,2022,https://boxd.it/62yQa7,3,,,2024-03-12
2024-03-13,The Fly,1986,https://boxd.it/62DgIx,5,Yes,"theater, frida, kerrigan",2024-03-12
2024-03-14,The Re-Education of Molly Singer,2023,https://boxd.it/62LZH1,3,,,2024-03-13
2024-03-14,The Lady Eve,1941,https://boxd.it/632yDP,5,,"theater, frida, kerrigan",2024-03-13
2024-03-15,Ball of Fire,1941,https://boxd.it/63o6HX,4,,,2024-03-14
2024-03-16,Ivan's Childhood,1962,https://boxd.it/63xNPt,5,,blu-ray,2024-03-14
2024-03-17,Ghost Dog: The Way of the Samurai,1999,https://boxd.it/647nZf,4,Yes,"theater, frida, kerrigan",2024-03-15
2024-03-17,A Nightmare on Elm Street,1984,https://boxd.it/647p7J,4,Yes,kerrigan,2024-03-16
2024-03-17,Kiss Kiss Bang Bang,2005,https://boxd.it/64qqMr,3.5,,"theater, frida",2024-03-16
2024-03-17,Dredd,2012,https://boxd.it/64qrat,4,Yes,"theater, frida",2024-03-16
2024-03-18,Ambulance,2022,https://boxd.it/64ASL7,2.5,,"theater, frida",2024-03-16
2024-03-19,Dune: Part Two,2024,https://boxd.it/6594Cz,5,Yes,"theater, regal, imax, 70mm, kerrigan",2024-03-17
2024-03-19,One from the Heart,1982,https://boxd.it/65spNL,4,,"theater, frida",2024-03-18
2024-03-20,Imaginary,2024,https://boxd.it/65Swr5,4,,"theater, regal, kerrigan",2024-03-19
2024-03-22,Love Lies Bleeding,2024,https://boxd.it/66Ewbd,5,,"theater, frida",2024-03-21
2024-03-22,Pop,2017,https://boxd.it/66EGHX,,,,2024-03-21
2024-03-22,O,2015,https://boxd.it/66ELAn,,,,2024-03-21
2024-03-23,Bath Time,2015,https://boxd.it/66N3yb,,,,2024-03-22
2024-03-23,Riddle of Fire,2023,https://boxd.it/675Hzz,5,,"theater, frida, kerrigan",2024-03-22
2024-03-23,Jennifer's Body,2009,https://boxd.it/675HUR,4,Yes,"theater, frida, kerrigan",2024-03-22
2024-03-23,"South Park: Bigger, Longer & Uncut",1999,https://boxd.it/675I85,4,Yes,"theater, frida, kerrigan",2024-03-22
2024-03-24,First Time Female Director,2023,https://boxd.it/67dqOD,4,,,2024-03-23
2024-03-24,Room 55,2014,https://boxd.it/67iqIP,,,,2024-03-23
2024-03-24,Moths,2010,https://boxd.it/67u9WJ,,,,2024-03-23
2024-03-24,Storm House,2012,https://boxd.it/67uE9D,,,,2024-03-23
2024-03-24,Immaculate,2024,https://boxd.it/67zkaL,4,,"theater, regal",2024-03-23
2024-03-25,Ghostbusters,1984,https://boxd.it/6866fX,4,Yes,"kerrigan, blu-ray",2024-03-24
2024-03-25,The Ward,2010,https://boxd.it/688i9V,3,,,2024-03-24
2024-03-26,Ghostbusters II,1989,https://boxd.it/68jWtX,4,Yes,"blu-ray, kerrigan",2024-03-24
2024-03-26,Mirror,1975,https://boxd.it/68mRXz,5,,,2024-03-25
2024-03-26,Nostalgia,1983,https://boxd.it/68DRk7,5,,"theater, frida",2024-03-25
2024-03-27,Annie Hall,1977,https://boxd.it/68LpKd,4,Yes,,2024-03-26
2024-03-27,My Favorite Shapes by Julio Torres,2019,https://boxd.it/690BrH,3.5,,,2024-03-26
2024-03-27,Ghostbusters: Afterlife,2021,https://boxd.it/693AXN,3.5,,"kerrigan, blu-ray",2024-03-26
2024-03-28,Thanksgiving,2023,https://boxd.it/69jM3f,3,,,2024-03-27
2024-03-29,Ex Machina,2015,https://boxd.it/69Cc7X,5,Yes,"theater, regal, imax",2024-03-27
2024-03-30,Matilda,1996,https://boxd.it/6a5u2J,3.5,Yes,"theater, frida, kerrigan",2024-03-28
2024-03-30,Cinema Paradiso,1988,https://boxd.it/6atjox,4,,"theater, frida",2024-03-29
2024-03-30,Angel,1984,https://boxd.it/6atjA9,3,,"theater, frida",2024-03-29
2024-03-30,Freeway,1996,https://boxd.it/6atk9D,4,,"theater, frida",2024-03-29
2024-03-31,Ring,1998,https://boxd.it/6b00kR,4,Yes,"theater, frida, kerrigan",2024-03-30
2024-04-02,Ghostbusters: Frozen Empire,2024,https://boxd.it/6c5767,3.5,,"theater, regal, kerrigan",2024-04-01
2024-04-03,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,https://boxd.it/6cvp7f,2.5,Yes,"blu-ray, kerrigan",2024-04-02
2024-04-03,Drag Me to Hell,2009,https://boxd.it/6cvpwT,4,Yes,"blu-ray, kerrigan",2024-04-02
2024-04-05,Annihilation,2018,https://boxd.it/6dhj91,5,,"theater, frida",2024-04-04
2024-04-05,A Bucket of Blood,1959,https://boxd.it/6dhjEj,3,,"theater, frida, 16mm, see it on 16mm",2024-04-04
2024-04-05,The Little Shop of Horrors,1960,https://boxd.it/6diQj1,3.5,,"theater, frida, 16mm, see it on 16mm",2024-04-04
2024-04-06,Late Night with the Devil,2023,https://boxd.it/6dHMGl,5,,"theater, frida",2024-04-05
2024-04-07,Frogman,2023,https://boxd.it/6efv01,4,,"theater, frida",2024-04-06
2024-04-07,Every Time We Meet for Ice Cream Your Whole F*cking Face Explodes,2021,https://boxd.it/6efHFb,4,,,2024-04-06
2024-04-08,Galaxy Quest,1999,https://boxd.it/6eK4Gh,4,Yes,"theater, frida, kerrigan",2024-04-07
2024-04-08,Escape from New York,1981,https://boxd.it/6eK6t5,3,,,2024-04-07
2024-04-10,The First Omen,2024,https://boxd.it/6fv03z,4,,"theater, regal",2024-04-09
2024-04-11,12 Angry Men,1957,https://boxd.it/6fRPbj,5,,"theater, frida",2024-04-10
2024-04-12,Civil War,2024,https://boxd.it/6gdD9f,5,,"frida, theater",2024-04-11
2024-04-14,The Babysitter,2017,https://boxd.it/6gHW3l,4,Yes,kerrigan,2024-04-12
2024-04-14,Step Brothers,2008,https://boxd.it/6gHWpL,4,,kerrigan,2024-04-12
2024-04-23,The Babysitter: Killer Queen,2020,https://boxd.it/6kn89f,4,Yes,kerrigan,2024-04-13
2024-04-23,A Nightmare on Elm Street 3: Dream Warriors,1987,https://boxd.it/6kn8ql,4,Yes,kerrigan,2024-04-16
2024-04-23,Barbie,2023,https://boxd.it/6kn8Yx,5,Yes,"cruise, royal caribbean, kerrigan",2024-04-16
2024-04-23,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/6kn9jl,3.5,Yes,"royal caribbean, cruise",2024-04-17
2024-04-23,The Cabin in the Woods,2011,https://boxd.it/6kn9GT,3.5,Yes,kerrigan,2024-04-17
2024-04-23,Talladega Nights: The Ballad of Ricky Bobby,2006,https://boxd.it/6knb1X,3,Yes,kerrigan,2024-04-20
2024-04-23,Happy Gilmore,1996,https://boxd.it/6knbhB,4,Yes,kerrigan,2024-04-20
2024-04-23,Knocked Up,2007,https://boxd.it/6knbtR,4,Yes,kerrigan,2024-04-20
2024-04-23,Sasquatch Sunset,2024,https://boxd.it/6kxtid,3,,"theater, alamo",2024-04-22
2024-04-23,The People's Joker,2022,https://boxd.it/6kAi9v,4,,"theater, alamo",2024-04-22
2024-04-23,Monkey Man,2024,https://boxd.it/6kCUwh,4,,"theater, alamo",2024-04-22
2024-04-26,The Abominable Dr. Phibes,1971,https://boxd.it/6lsgfT,3,,"theater, alamo",2024-04-23
2024-04-26,Cryptozoo,2021,https://boxd.it/6lsgu5,2,,"theater, alamo",2024-04-24
2024-04-27,Clifford,1994,https://boxd.it/6lSAZJ,3,Yes,,2024-04-26
2024-04-27,Scoop,2024,https://boxd.it/6lZDAV,3.5,,,2024-04-26
2024-04-27,Challengers,2024,https://boxd.it/6m3HXx,5,,"theater, regal",2024-04-26
2024-04-28,Night of the Comet,1984,https://boxd.it/6mzHu5,3,,"theater, frida, horrorbuzz",2024-04-27
2024-04-28,Swallow,2019,https://boxd.it/6mzHHt,4,,,2024-04-27
2024-04-30,Spider-Man 3,2007,https://boxd.it/6nukBh,3,Yes,"theater, frida, kerrigan",2024-04-29
2024-05-01,Abigail,2024,https://boxd.it/6nSdg5,4,,"theater, regal, kerrigan",2024-04-30
2024-05-02,Blazing Saddles,1974,https://boxd.it/6oiWAV,4,Yes,"theater, frida, kerrigan, 16mm, see it on 16mm",2024-05-01
2024-05-03,Dogfight,1991,https://boxd.it/6ozI4b,5,,blu-ray,2024-05-02
2024-05-03,The Social Network,2010,https://boxd.it/6oDtn1,4,,,2024-05-02
2024-05-03,The Lost Boys,1987,https://boxd.it/6oHAvT,3.5,Yes,"theater, frida, creepy af, kerrigan",2024-05-02
2024-05-04,The Idea of You,2024,https://boxd.it/6p3OE5,3,,,2024-05-03
2024-05-04,Computer Chess,2013,https://boxd.it/6p6FKT,3,,,2024-05-03
2024-05-05,The Whale,2022,https://boxd.it/6ppH6J,5,,,2024-05-04
2024-05-05,SPY x FAMILY CODE: White,2023,https://boxd.it/6pykpV,5,,"theater, regal, kerrigan",2024-05-04
2024-05-05,Look Who's Talking,1989,https://boxd.it/6pCdYH,2.5,,,2024-05-04
2024-05-05,Valley Girl,1983,https://boxd.it/6pEHL3,3,,,2024-05-04
2024-05-06,The American Society of Magical Negroes,2024,https://boxd.it/6pXBbh,4,,,2024-05-05
2024-05-06,Tarot,2024,https://boxd.it/6qbo9F,2,,"theater, regal, kerrigan",2024-05-05
2024-05-10,The Omen,1976,https://boxd.it/6rBpkb,3,,,2024-05-05
2024-05-07,Anyone But You,2023,https://boxd.it/6qyefz,4,Yes,,2024-05-06
2024-05-07,The Amazing Spider-Man,2012,https://boxd.it/6qC3Qd,4,,"theater, frida, kerrigan",2024-05-06
2024-05-08,Daisies,1966,https://boxd.it/6qX5g9,5,,"theater, frida, kerrigan",2024-05-07
2024-05-09,I Saw the TV Glow,2024,https://boxd.it/6rkvWB,5,,"theater, frida, kerrigan, 📺",2024-05-08
2024-05-10,"Scream, Queen! My Nightmare on Elm Street",2019,https://boxd.it/6rqRwH,5,,,2024-05-09
2024-05-11,The Omen,2006,https://boxd.it/6rW7dN,3,,,2024-05-10
2024-05-11,Phantom of the Paradise,1974,https://boxd.it/6s31WV,5,Yes,"theater, frida, kerrigan",2024-05-10
2024-05-11,Blended,2014,https://boxd.it/6s3Y2H,4,,,2024-05-10
2024-05-12,The Fall Guy,2024,https://boxd.it/6snvmX,4,,"theater, regal, kerrigan",2024-05-11
2024-05-13,Mother of the Bride,2024,https://boxd.it/6sP9KJ,2,,,2024-05-12
2024-05-13,Psycho,1960,https://boxd.it/6sXq1d,5,Yes,"theater, frida, kerrigan",2024-05-12
2024-05-14,The Amazing Spider-Man 2,2014,https://boxd.it/6tkgiJ,3.5,,"theater, frida, kerrigan",2024-05-13
2024-05-16,Better Off Dead...,1985,https://boxd.it/6u0UoB,4,,"theater, frida, kerrigan",2024-05-15
2024-05-17,I Saw the TV Glow,2024,https://boxd.it/6umYcD,5,Yes,"theater, frida, kerrigan",2024-05-16
2024-05-20,Faceless After Dark,2023,https://boxd.it/6vBbHB,4,,"theater, frida",2024-05-19
2024-06-04,Spider-Man: Homecoming,2017,https://boxd.it/6BWlsH,4,Yes,kerrigan,2024-05-20
2024-05-22,Wake in Fright,1971,https://boxd.it/6wqZdD,4,,"theater, frida",2024-05-21
2024-05-25,Down Low,2023,https://boxd.it/6xlH9n,3,,,2024-05-24
2024-05-25,A Simple Favor,2018,https://boxd.it/6xwQEL,3.5,,,2024-05-24
2024-05-25,Madame Web,2024,https://boxd.it/6xAPzD,2,,,2024-05-24
2024-05-25,How to Be Single,2016,https://boxd.it/6xCvnB,2.5,,,2024-05-24
2024-05-26,Splash,1984,https://boxd.it/6xK94D,4,Yes,,2024-05-25
2024-05-26,Legally Blonde,2001,https://boxd.it/6y5xZl,4,Yes,"theater, frida, kerrigan",2024-05-25
2024-05-28,Mad Max: Fury Road,2015,https://boxd.it/6yRTbN,4.5,Yes,,2024-05-27
2024-05-28,Furiosa: A Mad Max Saga,2024,https://boxd.it/6yRTRf,4,,"theater, regal",2024-05-27
2024-05-29,Mad Max 2,1981,https://boxd.it/6z9yWT,3.5,,,2024-05-27
2024-05-29,Tusk,2014,https://boxd.it/6zajWB,4,Yes,"theater, frida, kerrigan",2024-05-27
2024-05-29,It,2017,https://boxd.it/6zoFHV,4,Yes,"blu-ray, kerrigan",2024-05-28
2024-05-30,Girlfight,2000,https://boxd.it/6zOcfZ,5,,blu-ray,2024-05-29
2024-05-31,In a Violent Nature,2024,https://boxd.it/6AbZnJ,4,,"theater, AMC",2024-05-30
2024-06-01,Carrie,1976,https://boxd.it/6AAIZV,5,Yes,"theater, frida, kerrigan",2024-05-31
2024-06-02,But I'm a Cheerleader,1999,https://boxd.it/6B2nJD,5,Yes,"theater, frida, kerrigan",2024-06-01
2024-06-04,Spider-Man: Far From Home,2019,https://boxd.it/6BWmzT,4,Yes,kerrigan,2024-06-02
2024-06-04,It Chapter Two,2019,https://boxd.it/6BWmUn,4,Yes,"kerrigan, blu-ray",2024-06-02
2024-06-04,Spider-Man: No Way Home,2021,https://boxd.it/6BWjN9,4,Yes,"frida, theater, kerrigan",2024-06-03
2024-06-05,Bodies Bodies Bodies,2022,https://boxd.it/6C6aIp,4,Yes,netflix,2024-06-04
2024-06-05,Fitzcarraldo,1982,https://boxd.it/6CiF3r,4,,"theater, frida",2024-06-04
2024-06-06,Greedy,1994,https://boxd.it/6CDOGp,4,,"theater, frida, kerrigan",2024-06-05
2024-06-09,Rope,1948,https://boxd.it/6DQEjZ,5,,"theater, frida, kerrigan",2024-06-06
2024-06-09,Oculus,2013,https://boxd.it/6DQEEX,3.5,Yes,"blu-ray, kerrigan",2024-06-08
2024-06-10,Nosferatu the Vampyre,1979,https://boxd.it/6EkklV,5,,peacock,2024-06-09
2024-06-11,Pain Hustlers,2023,https://boxd.it/6EJ6JJ,4,,netflix,2024-06-10
2024-06-12,I Don't Feel at Home in This World Anymore,2017,https://boxd.it/6F6m4D,5,Yes,netflix,2024-06-11
2024-06-16,Freaky Friday,2003,https://boxd.it/6GBzbX,3.5,Yes,"theater, frida, kerrigan",2024-06-15
2024-06-20,Inside Out,2015,https://boxd.it/6HUY8B,5,Yes,"disney+, kerrigan",2024-06-18
2024-06-28,Some Like It Hot,1959,https://boxd.it/6L6akN,5,Yes,"theater, frida, kerrigan",2024-06-19
2024-06-28,The Watchers,2024,https://boxd.it/6L68fB,4,,"theater, regal, kerrigan",2024-06-25
2024-06-30,Inside Out 2,2024,https://boxd.it/6M7VSN,4,,"theater, regal, kerrigan",2024-06-28
2024-06-30,Serial Mom,1994,https://boxd.it/6M7W8r,5,,"theater, frida",2024-06-29
2024-07-01,Indiana Jones and the Temple of Doom,1984,https://boxd.it/6MzxFV,3.5,Yes,"frida, theater, kerrigan",2024-06-30
2024-07-03,X,2022,https://boxd.it/6N5q1j,4,Yes,"theater, frida, kerrigan",2024-07-01
2024-07-03,Pearl,2022,https://boxd.it/6N5qdT,5,Yes,"theater, frida, kerrigan",2024-07-01
2024-07-03,A Family Affair,2024,https://boxd.it/6Nlvht,2.5,,netflix,2024-07-02
2024-07-04,MaXXXine,2024,https://boxd.it/6NM1wR,4,,"theater, frida, kerrigan",2024-07-03
2024-07-04,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/6NOE2l,3.5,,starz,2024-07-03
2024-07-05,I Am the Pretty Thing That Lives in the House,2016,https://boxd.it/6O8uC9,4,,netflix,2024-07-04
2024-07-05,Hit Man,2023,https://boxd.it/6Ob5Hp,4,,netflix,2024-07-04
2024-07-06,Miller's Girl,2024,https://boxd.it/6OkWCP,3.5,,netflix,2024-07-05
2024-07-06,Warcraft,2016,https://boxd.it/6OrdQr,3,Yes,netflix,2024-07-05
